,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
336,Harry Potter And The Sorcerer's Stone.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\01. Harry Potter And The Sorcerer's Stone (2001) DVD Rip\01. Harry Potter And The Sorcerer's Stone (2001) DVD Rip,Harry Potter And The Sorcerer's Stone.,2001-11-16,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","Adventure, Fantasy",7.9,29083,23.8598,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Richard Harris as Albus Dumbledore
Tom Felton as Draco Malfoy
",https://youtu.be/PbdM1db3JbY,https://image.tmdb.org/t/p/w154/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Chris Columbus,152 min
337,Teaser Trailer.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\01. Harry Potter And The Sorcerer's Stone (2001) DVD Rip\02. Special Features\01. Teaser Trailer,Teaser Trailer.,2006-07-17,A documentary about the making of the teaser trailer for The World is Not Enough.,Documentary,6.0,1,0.0568,"Tom Kennedy as 
Pierce Brosnan as 
",https://youtu.be/PbdM1db3JbY,No poster available,,5 min
338,Harry Potter and the chamber of secrets.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\02. Harry Potter And The Chamber Of Secrets (2002)DVD Rip\01. Harry Potter And The Chamber Of Secrets (2002) DVD Rip,Harry Potter and the chamber of secrets.,2002-11-13,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.","Adventure, Fantasy",7.705,23194,20.0544,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Kenneth Branagh as Gilderoy Lockhart
Toby Jones as Dobby (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Chris Columbus,161 min
339,The Prisoner Of Azkaban.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\03. Harry Potter And The Prisoner Of Azkaban (2004) DVD Rip\01. Harry Potter And The Prisoner Of Azkaban (2004) DVD Rip,The Prisoner Of Azkaban.,2004-05-31,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","Adventure, Fantasy",8.01,22774,20.0121,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Robbie Coltrane as Rubeus Hagrid
Michael Gambon as Albus Dumbledore
",https://youtu.be/R69laoH02xg,https://image.tmdb.org/t/p/w154/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Alfonso Cuarón,141 min
340,Harry Potter And The Goblet Of Fire.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\04. Harry Potter And The Goblet Of Fire DVD Rip\01. Harry Potter And The Goblet Of Fire (2005),Harry Potter And The Goblet Of Fire.,2005-11-16,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.","Adventure, Fantasy",7.801,21789,20.8491,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Brendan Gleeson as Alastor 'Mad-Eye' Moody
Michael Gambon as Albus Dumbledore
",https://youtu.be/PFWAOnvMd1Q,https://image.tmdb.org/t/p/w154/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Mike Newell,157 min
341,Harry Potter And The Order Of The.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\05. Harry Potter And The Order Of The Phoenix (2007) DVD Rip\01. Harry Potter And The Order Of The Phoenix (2007)DVD Rip,Harry Potter And The Order Of The.,2007-07-08,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts.","Adventure, Fantasy",7.673,20466,17.382,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Imelda Staunton as Dolores Umbridge
Helena Bonham Carter as Bellatrix Lestrange
",No trailer available,https://image.tmdb.org/t/p/w154/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,David Yates,138 min
342,Harry Potter And The Half Blood Prince.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\06. Harry Potter And The Half Blood Prince (2009) DVD Rip\01. Harry Potter And The Half Blood Prince (2009) DVD Rip,Harry Potter And The Half Blood Prince.,2009-07-15,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.","Adventure, Fantasy",7.682,20437,18.8924,"Daniel Radcliffe as Harry Potter
Rupert Grint as Ron Weasley
Emma Watson as Hermione Granger
Jim Broadbent as Horace Slughorn
Michael Gambon as Albus Dumbledore
",https://youtu.be/JYLdTuL9Wjw,https://image.tmdb.org/t/p/w154/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,David Yates,153 min
343,The Deathly Hallows part 1.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\07. Harry Potter And The Deathly Hallows - Part 1 (2010)\01. Harry Potter And The Deathly Hallows - Part 1 (2010) DVD Rip,The Deathly Hallows part 1.,2010-11-17,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Adventure, Fantasy",7.736,20040,17.0559,"Daniel Radcliffe as Harry Potter
Emma Watson as Hermione Granger
Rupert Grint as Ron Weasley
Toby Jones as Dobby (voice)
Helena Bonham Carter as Bellatrix Lestrange
",No trailer available,https://image.tmdb.org/t/p/w154/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,David Yates,146 min
344,Additional Scenes.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\07. Harry Potter And The Deathly Hallows - Part 1 (2010)\02. Special Features\01. Additional Scenes,Additional Scenes.,2024-10-30,"Ukrainian actor Pavlo Aldoshyn played the lead role in the movie ""Sniper. White Raven"" based on the real events of the Russian-Ukrainian war in 2014. At the beginning of the full-scale invasion, Pavlo joined the Armed Forces. At the authors' request, the soldier returned from the frontline to Kyiv for the first time in order to play a civilian.","War, Documentary",0.0,0,2.8686,"Pavlo Aldoshyn as 
",No trailer available,https://image.tmdb.org/t/p/w154/cdLDT2RuO26g4cMgJw93TZnh2IW.jpg,"Roman Khimei, Yarema Malashchuk",17 min
345,The deathly hallows part 2.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\08. Harry Potter And The Deathly Hallows - Part 2 (2011)\01. Harry Potter And The Deathly Hallows - Part2 (2011),The deathly hallows part 2.,2011-07-12,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","Adventure, Fantasy",8.081,21619,18.6283,"Daniel Radcliffe as Harry Potter
Emma Watson as Hermione Granger
Rupert Grint as Ron Weasley
Ralph Fiennes as Lord Voldemort
Alan Rickman as Severus Snape
",https://youtu.be/mObK5XD8udk,https://image.tmdb.org/t/p/w154/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,David Yates,130 min
346,Deleted Scenes.mp4,D:/Movies\harrypotter\Harry Potter - The COMPLETE 8-Film Collection (2011) by vladtepes3176\08. Harry Potter And The Deathly Hallows - Part 2 (2011)\02. Special Features\01. Deleted Scenes,Deleted Scenes.,2010-01-01,"When 30 something Sean meets Eastern European immigrant Wolf, sparks fly.  They return to Sean’s apartment and begin a high energy and hugely sexual affair.  What starts as a mere chance meeting slowly evolves into something more. Wolf is easy going, turning tricks to supplement his living, while Sean is needy, talkative and neurotic. Creating a stable relationship is fraught with problems. With Wolf disappearing for hours at a time and Sean doing drugs the two of them seem to be headed down a path of destruction.",Drama,4.1,8,1.2063,"Ivica Marc as Wolf
Michael Vaccaro as Sean
Todd Verow as John
Josh Ubaldi as John
Brad Hallowell as 
",https://youtu.be/mObK5XD8udk,https://image.tmdb.org/t/p/w154/mHn4ZOUgqmtmB4MQwzzCPT4dgQk.jpg,Todd Verow,89 min
347,Lord_of_the_Rings_Fellowship_of_the_Ring.mp4,D:/Movies\lotr\Lord of the Rings Trilogy BluRay Extended 1080p QEBS5 AAC51 PS3 MP4-FASM,Lord of the Rings Fellowship of the Ring,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action",8.427,26913,28.7441,"Elijah Wood as Frodo
Ian McKellen as Gandalf
Viggo Mortensen as Aragorn
Sean Astin as Sam
Ian Holm as Bilbo
",No trailer available,https://image.tmdb.org/t/p/w154/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,Peter Jackson,179 min
348,Lord_of_the_Rings_Return_of_the_King.mp4,D:/Movies\lotr\Lord of the Rings Trilogy BluRay Extended 1080p QEBS5 AAC51 PS3 MP4-FASM,Lord of the Rings Return of the King,2003-12-17,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","Adventure, Fantasy, Action",8.492,25939,24.4261,"Elijah Wood as Frodo
Ian McKellen as Gandalf
Viggo Mortensen as Aragorn
Sean Astin as Sam
Andy Serkis as Gollum / Smeagol
",No trailer available,https://image.tmdb.org/t/p/w154/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,Peter Jackson,201 min
349,Lord_of_the_Rings_Two_towers.mp4,D:/Movies\lotr\Lord of the Rings Trilogy BluRay Extended 1080p QEBS5 AAC51 PS3 MP4-FASM,Lord of the Rings Two towers,2002-12-18,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure, Fantasy, Action",8.412,23349,20.7118,"Elijah Wood as Frodo
Ian McKellen as Gandalf
Viggo Mortensen as Aragorn
Sean Astin as Sam
Andy Serkis as Gollum
",No trailer available,https://image.tmdb.org/t/p/w154/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,Peter Jackson,179 min
350,The.Lord.Of.The.Rings.The.Fellowship.Of.The.Ring.(2001).BRRip.480p.x264.Eng.AAC.5.1.AMX.mp4,D:/Movies\lotr\The.Lord.Of.The.Rings.The.Fellowship.Of.The.Ring.(2001).BRRip.480p.x264.Eng.AAC.5.1.AMX,The Lord Of The Rings The Fellowship Of The Ring,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action",8.427,26913,28.7441,"Elijah Wood as Frodo
Ian McKellen as Gandalf
Viggo Mortensen as Aragorn
Sean Astin as Sam
Ian Holm as Bilbo
",No trailer available,https://image.tmdb.org/t/p/w154/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,Peter Jackson,179 min
351,Batman Vs Superman Dawn of Justice (2016) 720p WEB-DL Rip x264 [Dual Audio] [Hindi 2.0 - English DD 2.0] - LOKI - M2Tv.mkv,D:/Movies\Batman Vs Superman Dawn of Justice (2016) 720p WEB-DL Rip x264 [Dual Audio] [Hindi 2.0 - English DD 2.0] - LOKI - M2Tv,Batman Vs Superman Dawn of Justice,2016-03-23,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","Action, Adventure, Fantasy",5.987,18714,16.1573,"Ben Affleck as Bruce Wayne / Batman
Henry Cavill as Clark Kent / Superman
Jesse Eisenberg as Lex Luthor
Gal Gadot as Diana Prince / Wonder Woman
Amy Adams as Lois
",https://youtu.be/IwfUnkBfdZ4,https://image.tmdb.org/t/p/w154/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,Zack Snyder,152 min
352,The Salt of the Earth.2014.DVDRip.x264.mkv,D:/Movies\The Salt of the Earth.2014.DVDRip.x264,The Salt of the Earth.,2006-07-13,"They were four friends in heart and soul. Blood Brothers that were that were bound together by their army experience. They were good people and decent citizens. They had love, careers, hopes, a future - but they wanted more. And they wanted to commit the perfect crime...","Crime, Drama",7.0,1,2.5614,"Lior Ashkenazi as Ronen
Aki Avni as Nadav
Lucy Dubinchik as Anna
Liat Glick as Yael
Mickey Leon as 
",https://youtu.be/IwfUnkBfdZ4,https://image.tmdb.org/t/p/w154/559hRaWiJ2FpJn7EqyVfOWnWWlQ.jpg,Uri Barbash,114 min
353,The.Russian.Woodpecker.2015.DOCU.720p.WEB-DL.DD5.1.H264-FGT.mkv,D:/Movies\The.Russian.Woodpecker.2015.DOCU.720p.WEB-DL.DD5.1.H264-FGT,The Russian Woodpecker,2015-01-31,"As his country is gripped by revolution and war, a Ukrainian victim of the Chornobyl nuclear disaster discovers a dark secret and must decide whether to risk his life and play his part in the revolution by revealing it.","Documentary, History",6.3,36,2.9916,"Fedor Alexandrovich as Himself
Andrei Alexandrovich as Fedor's Father
Igor Alexandrovich as Fedor's Son
Natalia Baranovskaya as Chernobyl Historian
Andrei Bilyk as Chernobyl Chief Engineer
",https://youtu.be/IwfUnkBfdZ4,https://image.tmdb.org/t/p/w154/wMdRokZMhqloXScU2dxH6jawabz.jpg,Chad Gracia,80 min
354,Memento (2000)- imacRuel1.avi,D:/Movies\Memento(2000)DVDRip(Eng)- imacRuel1,Memento,2000-10-11,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","Mystery, Thriller",8.2,15839,9.3466,"Guy Pearce as Leonard
Carrie-Anne Moss as Natalie
Joe Pantoliano as Teddy
Mark Boone Junior as Burt
Russ Fega as Waiter
",https://youtu.be/Rq9eM4ZXRgs,https://image.tmdb.org/t/p/w154/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,Christopher Nolan,113 min
355,(Sample) Finding Dory 2016 720p BluRay x264 [Dual Audio] [Hindi DD 5.1 - English DD 5.1] - LOKI - M2Tv.mkv,D:/Movies\Finding Dory 2016 720p BluRay x264 [Dual Audio] [Hindi DD 5.1 - English DD 5.1] - LOKI - M2Tv,2016,2010-01-01,"In 2010, a scientist discovers aliens in orbit that resemble a cross between H.R. Giger's famous creation and Predator who want to invade Earth. They choose to start their invasion in Ghana because it is the most peaceful nation on the planet. The murderous aliens claim that they will have the entire planet colonized by the year 2016.","Science Fiction, Action",4.0,5,0.3951,"Rose Mensah as Maa Dorcas
Ebenezer Donkor as Mr. Oppong
Joseph Osei as Johnson
Emmanuel Afriyie as Francis
Priscilla Anabel as Cara
",https://youtu.be/Rq9eM4ZXRgs,https://image.tmdb.org/t/p/w154/zQa0ncwerM2Aif6EicjWPsCohcy.jpg,Samuel K. Nkansah,74 min
